id,platform,parent_id,is_reply,text,likes,posted,video,vader,textblob,score,vader_label,label_num
30022,youtube,,False,"Copyright? Most content is trawled freely for comment sites the internet, like this. Some is even a blatant collage of comments. Stuff copyright.",0,6 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,0.6597,0.1333333333333333,0.3965166666666666,positive,1
74959,youtube,,False,"AI = not stoppable.., as USA can be lead by maybe 30 peoples and all the rest can be replaced by AI. Few milions more burocrats can also pick the tomatoes, strawbery's and grapes, etc. etc., for which they now put imported peoples into labourslavery for! 
Even underaged children 30.000 missing under democrats ""leadership""!",0,6 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,-0.4184,0.0583333333333333,-0.1800333333333333,negative,-1
14957,youtube,,False,AI scam ads must be made illegal ... this is automated fraud and theft,0,6 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,-0.9022,-0.5,-0.7011000000000001,negative,-1
12503,youtube,,False,"What a load of crap, a law that simultaneously makes people pay for ""Australian stories"" and guarantees that they will be told worldwide when  other stories are free.   
How about stop trying to regulate and micro manage everything that happens, especially the stuff you don't understand.  This is just another backdoor to internet censorship.",2,7 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,-0.2263,-0.105,-0.16565,negative,-1
38696,youtube,,False,Does that mean writers illustrators and books are NOT protected?,1,7 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,-0.3412,-0.3125,-0.32685,negative,-1
31118,youtube,,False,"The horse has already bolted, and most of what people seek to protect is low value garbage that AI will be able to produce faster and for less money. People don't seem to get what the I in AGI/ASI stands for, the machines will be more intelligent and more creative than the majority of humans. I've already seen things that you wouldn't believe an AI could do. 😬",1,7 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,0.7897,0.3916666666666667,0.5906833333333333,positive,1
67936,youtube,,False,I pray all will know the love of The Prince of Peace Jesus The Messiah ❤,2,7 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,0.9349,0.5,0.7174499999999999,positive,1
17879,youtube,,False,"Look what they did to night life in south east Queensland and would have been a RINO if he was a Republican Crisafulli is even worse turning Australia into the most unfree state in the world, hospitality workers and shift workers are seen as a slave class to these monsters that don't have a right to a social life unless they want to use the pokies bunch of fkwits the lot of them.",0,7 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,-0.4215,0.1047619047619047,-0.1583690476190476,negative,-1
22485,youtube,,False,Neitralize the Labour scourge,1,7 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,0.0,0.0,0.0,neutral,0
78212,youtube,,False,Maybe introduce AI to the Coalition; they're certainly lacking in intellect. 😂,1,7 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,0.8074,0.2142857142857142,0.5108428571428572,positive,1
18804,youtube,78212.0,True,Release the Net Zero Files.,1,7 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,0.0,0.0,0.0,neutral,0
77063,youtube,,False,AI is a lot useable and trustworthy that the current Labor government.,2,7 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,0.5574,0.0,0.2787,positive,1
86757,youtube,77063.0,True,Which means zero trust,1,7 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,0.5106,0.0,0.2553,positive,1
29877,youtube,,False,"youtube.com/channel/UCKLw84y4fZTd8hZh1PcJxxA


I have seen countless ads using AI of someone famous, pretending they have a way for everyone to earn lots of money. When will YouTube and Farcebook stop these ads.",1,7 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,-0.2023,0.25,0.0238499999999999,negative,-1
80980,youtube,,False,Peter can't wait for Aussies to be boosted and receive Forehead Barcodes,0,7 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,0.3612,0.0,0.1806,positive,1
74769,youtube,,False,Spot on with that 👌,1,7 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,0.7297,0.0,0.36485,positive,1
97582,youtube,,False,"The biggest problem here is that copyright has become a scourge on society instead of a benefit. The vast majority of copyright is held not by the creators of the works but by the publishers of the works and the vast majority of the works held in under copyright will be lost to society and history.

What was supposed to be an advantage for a short period of time for the creators has now turned into burden that has no advantages for creating new materials.

The separate problems of the various artificial stupidity (AI) systems that exist will only advance because real stupidity is so hard to overcome.

[fix a spelling error]",3,7 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,-0.9714,-0.225530303030303,-0.5984651515151516,negative,-1
5673,youtube,,False,I don't think there is to much to worie about not to much intelligence left in Australia 😂,1,7 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,0.089,0.1333333333333333,0.1111666666666666,positive,1
63030,youtube,,False,Labour government dragging us into the dark ages,11,7 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,0.0,-0.15,-0.075,neutral,0
71881,youtube,,False,"WoW NewsCorpse supports the Labor government decision... 

Outsiders After Dark won't be HAPPY",4,7 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,0.4136,0.25,0.3318,positive,1
47827,youtube,,False,"Is there a possibility that people cant do any memes anymore ´, especially politicians? if so then this goes to authoritarian dictatorship..",3,7 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,0.0,0.0,0.0,neutral,0
83918,youtube,47827.0,True,"Yes, make no mistake, this is about nothing other than control, using copyright laws as a backdoor for censorship.",1,7 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,0.577,-0.125,0.2259999999999999,positive,1
76816,youtube,,False,ANYTHING Labor touches TURNS TO SH*T! So this AI stuff will no doubt hurt who it shouldn't and NOT HURT who it should!,21,7 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,0.4126,0.0,0.2063,positive,1
94747,youtube,76816.0,True,Medicare? Thanks labor,0,6 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,0.4404,0.2,0.3202,positive,1
76881,youtube,76816.0,True,As usual they have to cause the problem to look like they’ve solved the problem…. Antichrist,0,6 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,0.2263,-0.25,-0.01185,positive,1
93218,youtube,,False,Successful ALP governing 🇦🇺....,2,7 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,0.5859,0.75,0.66795,positive,1
21607,youtube,93218.0,True,Release the Net Zero files.,3,7 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,0.0,0.0,0.0,neutral,0
19056,youtube,93218.0,True,"​ [REDACTED] 
Lol
Start small Capeboy 🧛...
Build a political party that can compete with PM Albanese and the ALP first.......👍

After Matt Cannavans car crash interview on insiders, I'll assume with confidence you have a mountain to climb...

😆😆😆",1,7 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,0.9118,0.1833333333333333,0.5475666666666668,positive,1
76603,youtube,93218.0,True,"[REDACTED]-i8u  So by that logic, Trump doesn't need to release the Epstein files until the Democrats build a party that can compete with him??🤔",1,7 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,0.4696,0.0,0.2348,positive,1
73693,youtube,,False,"Albo
Must stop mass immigration 600,000 a year thats 6 million in 10 years ,quarter ⁵⁴of population.Cost of  living record high.......",14,7 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,-0.296,0.16,-0.0679999999999999,negative,-1
66731,youtube,,False,"Greetings from Germany. 
May i come, please? Our regime is nuts😂",7,7 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,0.6908,0.0,0.3454,positive,1
2408,youtube,66731.0,True,Believe it. Its not much better here.,4,7 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,-0.3412,-0.25,-0.2956,negative,-1
29929,youtube,66731.0,True,I'm in Germany right now. Stay where you are. Not worth coming to Australia. Australia is turning into a big s*** hole 🕳️ All of Europe is is up the s***,0,7 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,-0.1695,0.0452380952380952,-0.0621309523809523,negative,-1
13473,youtube,66731.0,True,It's worse,2,7 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,-0.4767,-0.4,-0.43835,negative,-1
79516,youtube,66731.0,True,[REDACTED]  Well not yet but not too far off.,2,7 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,0.1406,0.1,0.1203,positive,1
53532,youtube,66731.0,True,Hope you don't get arrested for writing this! 🙏❤️,1,7 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,0.6952,0.0,0.3476,positive,1
38319,youtube,66731.0,True,[REDACTED]  Its the truth.,1,7 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,0.3182,0.0,0.1591,positive,1
52264,youtube,66731.0,True,Australian labour is anti-semetic and stupid. Destroying our country,0,7 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,-0.7906,-0.3333333333333333,-0.5619666666666666,negative,-1
93601,youtube,66731.0,True,​ [REDACTED] I believe it! But I heard they were arresting people for writing the truth.,0,6 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,0.501,0.0,0.2505,positive,1
74960,youtube,66731.0,True,[REDACTED]  They'll have to arrest a lot of people then?,0,6 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,-0.34,-0.05,-0.195,negative,-1
94270,youtube,,False,"This is a serious matter, and it’s coming for everyone’s job (purpose or survival if can handle the truth)
We need a serious discussion about this technologia! All over the 🗺️
Lord, help us all🙏🏾",11,7 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,0.5848,-0.375,0.1049,positive,1
18116,youtube,94270.0,True,"Except this isn't a good thing if they're taking the same approach as Denmark bcos that will mean creators biometric data will be held and could be used for Digital ID, i dont trust this at all no matter how much i dislike AI",1,6 days ago,https://www.youtube.com/watch?v=N9LKQ9tVT28,-0.7771,0.1174999999999999,-0.3298,negative,-1
59812,twitter,,False,Fuentoro AI Trading REVIEWS Australia!😰 Is it a Scam? What is Fuentoro A... [URL] via [REDACTED],0,2025-10-22 05:09:26+00:00,"""AI"" ""Australia"" lang:en -is:retweet",-0.7177,0.0,-0.35885,negative,-1
6614,twitter,,True,"[REDACTED] [REDACTED] Please see my profile. I got shadowbanned today for posting this to too men who know the cobra. And I can prove it because the cloud passes everything onto it E heavens right now when Australia catches up to us and all of the AI companies that are based in Japan in Australia, get",0,2025-10-22 04:58:33+00:00,"""AI"" ""Australia"" lang:en -is:retweet",0.6124,0.2857142857142857,0.4490571428571429,positive,1
50559,twitter,,True,"[REDACTED] [REDACTED] Australia might introduce a ""robot productivity tax"" on AI/automation outputs or corporate gains from labor replacement, funding universal basic services or income to replace waning income taxes. Land and resource value taxes could expand, as they're less tied to human labor and",1,2025-10-22 04:43:45+00:00,"""AI"" ""Australia"" lang:en -is:retweet",0.7269,-0.0333333333333333,0.3467833333333333,positive,1
54367,twitter,,False,"Clarity cuts through noise. Relevance earns attention.
.
.
.
#advertising #media #marketing #ai #content #strategy #storytelling #mediamath #programmatic #apps #aso #socialmedia #agency #dubai #india #canada #australia #bahrain_adv #qatar #kuwait #arabworld [URL]",0,2025-10-22 04:25:00+00:00,"""AI"" ""Australia"" lang:en -is:retweet",0.128,0.0,0.064,positive,1
62774,twitter,,False,"Zoho Tables is now available in the Australian Data Center! 🇦🇺
 
Organize smarter with database power, spreadsheet ease, and AI brains.
 
Explore now👉 
[URL]

#ZohoTables #Australia #DataManagement #productivity [URL]",0,2025-10-22 04:19:01+00:00,"""AI"" ""Australia"" lang:en -is:retweet",0.6996,0.0916666666666666,0.3956333333333333,positive,1
26248,twitter,,True,"[REDACTED] That is as AI fake as it comes, let me share a real photo. And 30% again behind. This is a movement that is awakening the true Aussie spirit. Come join us on Australia Day 2026. [URL]",1,2025-10-22 04:13:42+00:00,"""AI"" ""Australia"" lang:en -is:retweet",0.5859,-0.0875,0.2491999999999999,positive,1
99084,twitter,,False,"“Should Australia develop its own AI, or are we better off surrendering our AI services to be developed by the American billionaire Tech Bros?”

[URL]",1,2025-10-22 04:13:18+00:00,"""AI"" ""Australia"" lang:en -is:retweet",0.4404,0.3,0.3702,positive,1
23283,twitter,,False,"""Why I'm never writing a daily standup again...""

As Australia's leading AI company, we’re hands-on building with [REDACTED]  new #AgentKit and #ChatKit to experiment and push the limits of the latest technology to hit the market.

In just two days, our developer Geoff McCosker used [URL]",0,2025-10-22 04:09:18+00:00,"""AI"" ""Australia"" lang:en -is:retweet",0.0,0.2121212121212121,0.106060606060606,neutral,0
58857,twitter,,True,"[REDACTED] How about productivity? Unions turn up to the productivity summit demanding:
*4d week
*2d WFH
*Right to switch off
*Right to refuse to use AI

So much for ""Made In Australia"" when we work half as hard and cost twice as much",0,2025-10-22 03:59:30+00:00,"""AI"" ""Australia"" lang:en -is:retweet",-0.5423,0.085515873015873,-0.2283920634920635,negative,-1
23283,twitter,,False,"""Why I'm never writing a daily standup again...""

As Australia's leading AI company, we’re hands-on building with [REDACTED]  new #AgentKit and #ChatKit to experiment and push the limits of the latest technology to hit the market.

In just two days, our developer Geoff McCosker used [URL]",0,2025-10-22 03:59:09+00:00,"""AI"" ""Australia"" lang:en -is:retweet",0.0,0.2121212121212121,0.106060606060606,neutral,0
